,tweet_processed,Topics
541,australians push more hybrid work options read more at:  australians hybridwork research covid pandemic report ,economy
576," the who pandemic  treaty will override our southafrican constitution  but vaccines are currently clinical trials 

",economy
544,"global youth mobilization local solutions fund (up-to us)

do you have an idea for a solution to overcome a challenge created by the covid pandemic want to support your local community campaign for change in your local area applynow ",economy
1886,what percent of it is bharat biotech covaxin were they not suppose to be publish resulta of phase  trial did they,economy
673,"with the war in ukraine clearly front and center i am not surprised the covid pandemic has dropped almost completely out of the news

read more from the strategist: economicimpact globaleconomy vaccinations ",economy
847," india just bought tons of discounted oil from russia thus the ruble stays up

india when you were hit with covid and begging for oxygen from the world the world had pity and ran to you

and now what do you do dear india the world won't forget",economy
849, no one died from lack of oxygen in india during covid- wave,economy
670,"many industries were damaged because of the covid- pandemic but the entertainmentindustry suffered more than most in response the federal government created the shuttered venue operators grants (svog) program learn more below 
",economy
853,    during covid saudi arab just gave hindutva thousand tones of oxygen when indians were dying due to lack of it  if this is islamvitai am proud of it do remember apj abdul kalam made india a nuclear country and he belonged to islamvita ,economy
855,"  india just bought tons of discounted oil from russia thus the ruble stays up

india when you were hit with covid and begging for oxygen from the world the world had pity and ran to you

and now what do you do dear india the world won't forget
 ",economy
663,"during the pandemic our billionaires have made even more billions of dollars everybody is getting poorer except for those at the top (they) have appropriated our future our money our present

navalny statement from his youtube channel:

",economy
661,almost two years since covid- lockdown was announced in india,economy
844,indias christians ask for prayer as virus overwhelms crem  news amp; reporting  christianity today ,economy
858," sir congratulations for your panjab victory
now covid is coming back to india again soon so please pri arrange oxygen and other medical nassesory arrangements
because you are the only hope for india pm position",economy
19,nvax in the covidvaccine race  live feed  ( ,economy
20,i am arming myself for my community my workmates family my friends amp; most importantly the athletes i coach nine-time paralympic gold medalistlouise sauvage didnt think twice about getting the covidvaccine don't delay find amp; book yours today,economy
860,  when the world was busy procuring vaccines india was trying to portray as if they had vanquished covid people dying in front of hospital for oxygen queue in cemetery and the burial on ganges while no minister really answered,economy
1878,latest news piece out of india on covaxin came last night when it was announced bharat was starting,economy
651,back in february  i went on this three day wfpb vegan glutenfree retreat in the woods (me and  women) left the resort ready to take on a dietary challenge a month later the pandemic struck and i fell off the healthy wagon into a vat of vegan mayo govegan ,economy
864,   thank you for that india also aid us everything trump wanted to fight covid peak in usa biden as soon as he came to power stopped raw material for vaccines because india was largest vaccine producer then lifted it off and gave remdesivir ivermectin amp; oxygen when india asked,economy
24,"a -year-old woman
-  days after the first covidvaccine (astrazeneca): fatigue amp; chills a day later: acute onset of global aphasia amp; right sided hemiplegia
 vaccine-induced immune thrombotic thrombocytopenia related acute ischemic stroke ",economy
871,story of a -year-old woman who had year-long covid- spent months in the icu until doctors gave up on her and then she had a miraculous recovery (by  ,economy
640,"time to votejoshout 
he dumped on victoria throughout the pandemic the last  years; he isn't fit to represent the area
disgracefuljosh 

kooyongvotes monkooyong 

auspol ",economy
659,onslaught of covid- in march  brought an unusually tough time not only for bharat bt the whole world pm shri  steered country towards aatmanirbharata read the story of this maneuvering by  ji book published by   ,economy
